DistrictName,SubCountyName
KIRYANDONGO,MUTUNDA
KIRYANDONGO,KIRYANDONGO
BULIISA,BULIISA TC
BUNDIBUGYO,BUSARU
BUNDIBUGYO,HARUGALI
KABAROLE,BUSORO
BUNDIBUGYO,KASITU
BUNDIBUGYO,NDUGUTO
KABAROLE,MUGUSU
RAKAI,LWANDA
KABAROLE,BUHEESI
KABAROLE,KIBIITO
KABAROLE,WESTERN
KABAROLE,KISOMORO
KABAROLE,RWIIMI
KABAROLE,BUKUKU
KABAROLE,SOUTHERN
KABAROLE,HAKIBAALE
KABAROLE,KARAMBI
KABAROLE,KICWAMBA
KABAROLE,RUTEETE
KABAROLE,EASTERN
KASESE,BWERA
KASESE,IHANDIRO
KASESE,KARAMBI
KASESE,BUGOYE
KASESE,KISINGA
KASESE,KITHOLHU
MBARARA,NYAMITANGA
KASESE,KYARUMBA
KASESE,KYONDO
KASESE,MAHANGO
MBARARA,BUGAMBA
KASESE,MUNKUNYU
KASESE,NYAKIYUMBU
MBARARA,MWIZI
KASESE,KARUSANDARA
KASESE,KASESE TC
KASESE,KATWE KABATORO TC
KASESE,KILEMBE
RAKAI,RAKAI TC
KASESE,KITSWAMBA
KASESE,KYABARUNGIRA
KAMWENGE,BWIIZI
KASESE,L. KATWE
KAMWENGE,MAHYORO
KASESE,MALIBA
KASESE,MUHOKYA
KASESE,RUKOKI
KAMWENGE,KAHUNGE
KAMWENGE,NTARA
KAMWENGE,KAMWENGE
KAMWENGE,KAMWENGE TC
KAMWENGE,NKOMA
KAMWENGE,KICHECHE
KABALE,KITUMBA
KAMWENGE,NYABBANI
KYEGEGWA,HAPUYO
KABALE,KYANAMIRA
KYEGEGWA,KAKABARA
KYEGEGWA,KASULE
KYEGEGWA,KYEGEGWA
RAKAI,LWANKONI
KYEGEGWA,MPARA
KYENJOJO,BUFUNJO
MBARARA,RWANYAMAHEMBE
KYENJOJO,BUGAAKI
KYENJOJO,BUTIITI
MBARARA,KAKOBA
KYENJOJO,KATOKE
KYENJOJO,KIHUURA
KYENJOJO,KYARUSOZI
KYENJOJO,KYENJOJO TC
KYENJOJO,NYANKWANZI
KYENJOJO,NYANTUNGO
NTOROKO,KANARA
NTOROKO,KARUGUTU
NTOROKO,RWEBISENGO
MBARARA,BUBAARE
MBARARA,BUKIRO
MBARARA,KAGONGI
MBARARA,KAMUKUZI
MBARARA,KAKIIKA
MBARARA,KASHARE
MBARARA,RUBAYA
MBARARA,RUBINDI
MBARARA,NDAIJA
MBARARA,NYAKAYOJO
MBARARA,RUGANDO
NTUNGAMO,BWONGYERA
NTUNGAMO,IHUNGA
NTUNGAMO,KIBATSI
NTUNGAMO,NYABIHOKO
NTUNGAMO,ITOJO
NTUNGAMO,RUKONI
NTUNGAMO,NTUNGAMO
NTUNGAMO,NTUNGAMO TC
NTUNGAMO,NYAKYERA
NTUNGAMO,RUHAAMA
NTUNGAMO,RWEIKINIRO
NTUNGAMO,KAYONZA
NTUNGAMO,NGOMA
NTUNGAMO,RUBAARE
NTUNGAMO,RUGARAMA
IBANDA,BISHESHE
IBANDA,IBANDA TC
IBANDA,ISHONGORORO
IBANDA,KICUZI
IBANDA,KIKYENKYE
IBANDA,NYABUHIKYE
IBANDA,NYAMAREBE
IBANDA,RUKIRI
ISINGIRO,ENDINZI
ISINGIRO,KASHUMBA
ISINGIRO,NGARAMA
ISINGIRO,RUGAAGA
ISINGIRO,BIRERE
ISINGIRO,KABINGO
ISINGIRO,KABUYANDA
ISINGIRO,KIKAGATE
ISINGIRO,MASHA
ISINGIRO,NYAKITUNDA
KIRUHURA,BUREMBA
KIRUHURA,BURUNGA
KABALE,HAMURWA
KIRUHURA,KANONI
KIRUHURA,KAZO
KIRUHURA,RWEMIKOMA
KIRUHURA,KANYARYERU
KIRUHURA,KASHONGI
KISORO,KISORO TC
KIRUHURA,KENSHUNGA
KIRUHURA,KIKATSI
BUSHENYI,KAKANJU
KIRUHURA,KINONI
KIRUHURA,NYAKASHASHARA
BUSHENYI,KYABUGIMBI
KIRUHURA,SANGA
BUSHENYI,BUMBAIRE
BUSHENYI,BUSHENYI-ISHAKA TC
BUHWEJU,RWENGWE
BUSHENYI,KYAMUHUNGA
BUSHENYI,KYEIZOBA
BUSHENYI,NYABUBARE
KISORO,MURAMBA
BUHWEJU,BIHANGA
BUHWEJU,BURERE
BUHWEJU,KARUNGU
RUBIRIZI,KATERERA
RUBIRIZI,KATUNGURU
MITOOMA,KIYANGA
RUBIRIZI,KICHWAMBA
RUBIRIZI,RYERU
MITOOMA,BITEREKO
KABALE,KAMUGANGUZI
MITOOMA,KABIRA
MITOOMA,KANYABWANGA
MITOOMA,KASHENSHERO
KISORO,MURORA
MITOOMA,MITOOMA
MITOOMA,MUTARA
SHEEMA,BUGONGI
SHEEMA,KABWOHE-ITENDERO TC
KALANGALA,BUBEKE
SHEEMA,KAGANGO
SHEEMA,KIGARAMA
SHEEMA,KITAGATA
SHEEMA,KYANGYENYI
SHEEMA,SHUUKU
KABALE,KABALE CENTRAL
KABALE,KABALE NORTHERN
KABALE,KABALE SOUTHERN
KABALE,BUHARA
KABALE,KAHARO
KABALE,MAZIBA
KABALE,RUBAYA
KABALE,BUBARE
KABALE,BUFUNDI
KABALE,IKUMBA
KABALE,MUKO
KABALE,BUKINDA
KABALE,KAMWEZI
KABALE,KASHAMBYA
KABALE,RWAMUCUCU
KISORO,BUKIMBIRI
KISORO,BUSANZA
KISORO,CHAHI
KISORO,KANABA
KISORO,KIRUNDO
KISORO,NYABWISHENYA
KISORO,NYAKABANDE
KISORO,NYAKINAMA
KISORO,NYARUBUYE
KISORO,NYARUSIZA
KISORO,NYUNDO
RUKUNGIRI,BUYANJA
RUKUNGIRI,KEBISONI
RUKUNGIRI,NYAKISHENYI
RUKUNGIRI,NYARUSHANJE
RUKUNGIRI,BUGANGARI
RUKUNGIRI,BUHUNGA
RUKUNGIRI,BWAMBARA
RUKUNGIRI,KAGUNGA
RUKUNGIRI,NYAKAGYEME
RUKUNGIRI,RUHINDA
RUKUNGIRI,RUKUNGIRI TC
KALANGALA,BUFUMIRA
KANUNGU,KAMBUGA
KANUNGU,KANYANTOROGO
KANUNGU,KAYONZA
KALANGALA,KYAMUSWA
KANUNGU,KIHIIHI
KANUNGU,KIRIMA
KANUNGU,NYAMIRAMA
KANUNGU,RUGYEYO
KALANGALA,MAZINGA
KANUNGU,RUTENGA
KANUNGU,KANUNGU TC
KAMPALA,CENTRAL DIVISION
KAMPALA,KAWEMPE DIVISION
KAMPALA,MAKINDYE DIVISION
KANUNGU,MPUNGU
KALANGALA,BUJJUMBA
KALANGALA,KALANGALA TC
KALANGALA,MUGOYE
KAMPALA,NAKAWA DIVISION
KAMPALA,RUBAGA DIVISION
KIBOGA,BUKOMERO
KIBOGA,DWANIRO
MASAKA,BUKAKATA
KIBOGA,KAPEKE
KIBOGA,KIBIGA
KIBOGA,KIBOGA TC
KIBOGA,LWAMATA
KIBOGA,MUWANGA
LUWERO,BAMUNANIKA
LUWERO,KALAGALA
LUWERO,KAMIRA
LUWERO,KIKYUSA
LUWERO,ZIROBWE
LUWERO,BOMBO TC
LUWERO,BUTUNTUMULA
LUWERO,KATIKAMU
LUWERO,LUWERO
LUWERO,LUWERO TC
LUWERO,MAKULUBITA
LUWERO,NYIMBWA
LUWERO,WOBULENZI TC
MASAKA,BUWUNGA
MASAKA,KABONERA
MASAKA,KKINGO
MASAKA,KYANAMUKAAKA
MASAKA,MUKUNGWE
MUBENDE,BAGEZZA
MUBENDE,BUTOLOOGO
MUBENDE,MADUDU
MUBENDE,KASAMBYA
MUBENDE,KITENGA
MUBENDE,KIYUNI
MUBENDE,BUKUYA
MUBENDE,KASSANDA
MUBENDE,KIGANDA
MUBENDE,MYANZI
MUKONO,GOMA
MUKONO,KKOME ISLANDS
MUKONO,KYAMPISI
MUKONO,NAKISUNGA
MUKONO,NAMA
MUKONO,NTENJERU
MUKONO,KASAWO
MUKONO,KIMENYEDDE
MUKONO,NAGOJJE
MUKONO,NTUNDA
MUKONO,SEETA-NAMUGANGA
NAKASONGOLA,KAKOOGE
LYANTONDE,KASAGAMA
NAKASONGOLA,KALONGO
NAKASONGOLA,KALUNGI
NAKASONGOLA,LWABYATA
NAKASONGOLA,LWAMPANGA
NAKASONGOLA,NABISWERA
NAKASONGOLA,NAKITOMA
NAKASONGOLA,WABINYONYI
RAKAI,KAKUUTO
RAKAI,KASASA
RAKAI,KIBANDA
RAKAI,KIFAMBA
RAKAI,KYEBE
WAKISO,NSANGI
RAKAI,BYAKABANDA
RAKAI,DDWANIRO
RAKAI,KACHEERA
RAKAI,KAGAMBA (BUYAMBA)
RAKAI,KYALULANGIRA
RAKAI,KABIRA
RAKAI,KALISIZO
RAKAI,KASAALI
RAKAI,KIRUMBA
RAKAI,KYOTERA TC
RAKAI,NABIGASA
SSEMBABULE,LWEMIYAGA
SSEMBABULE,NTUSI
KAYUNGA,WABWOKO-KITIMBWA
SSEMBABULE,LUGUSULU
SSEMBABULE,LWEBITAKULI
SSEMBABULE,MATEETE
SSEMBABULE,MIJWALA
SSEMBABULE,SEMBABULE TC
KAYUNGA,BBAALE
KAYUNGA,GALIRAAYA
KAYUNGA,KAYONZA
KAYUNGA,BUSANA
KAYUNGA,KANGULUMIRA
KAYUNGA,KAYUNGA
KAYUNGA,KAYUNGA TC
KAYUNGA,NAZIGO
WAKISO,KAKIRI
WAKISO,KASANJE
WAKISO,KATABI
WAKISO,MASULITA
WAKISO,NAMAYUMBA
WAKISO,SSISA
WAKISO,WAKISO
WAKISO,WAKISO TC
WAKISO,DIVISION A
WAKISO,DIVISION B
WAKISO,BUSUKUMA
WAKISO,GOMBE
WAKISO,KIRA
WAKISO,NABWERU
WAKISO,NANGABO
WAKISO,SSABAGABO-MAKINDYE
LYANTONDE,KALIIRO
LYANTONDE,KINUUKA
LYANTONDE,LYANTONDE
LYANTONDE,LYANTONDE TC
LYANTONDE,MPUMUDDE
MITYANA,BUTAYUNJA
MITYANA,KAKINDU
MITYANA,MAANYI
MITYANA,MALANGALA
MITYANA,BULERA
MITYANA,BUSIMBI
MITYANA,KIKANDWA
MITYANA,MITYANA TC
MITYANA,SSEKANYONYI
NAKASEKE,KAPEEKA
NAKASEKE,KASANGOMBE
NAKASEKE,KIKAMULO
NAKASEKE,NAKASEKE
NAKASEKE,WAKYATO
NAKASEKE,NGOMA
NAKASEKE,SEMUTO
BUKOMANSIMBI,BIGASA
KALUNGU,BUKULULA
KALUNGU,KALUNGU
KALUNGU,KYAMULIIBWA
KALUNGU,LUKAYA TC
KALUNGU,LWABENGE
BUKOMANSIMBI,BUTENGA
BUKOMANSIMBI,KIBINGE
BUKOMANSIMBI,KITANDA
BUIKWE,BUIKWE
BUIKWE,KAWOLO
BUIKWE,NAJJEMBE
BUIKWE,NGOGWE
BUIKWE,NJERU TC
BUIKWE,NKOKONJERU TC
BUIKWE,NYENGA
BUIKWE,SSI-BUKUNJA
BUIKWE,WAKISI
KYANKWANZI,BUTEMBA
BUTAMBALA,BULO
KYANKWANZI,GAYAZA
KYANKWANZI,KYANKWANZI
KYANKWANZI,MULAGI
BUTAMBALA,KALAMBA
KYANKWANZI,NSAMBYA
KYANKWANZI,NTWETWE
KYANKWANZI,WATTUBA
BUTAMBALA,BUDDE
BUGIRI,IWEMBA
BUTAMBALA,KIBIBI
BUTAMBALA,NGANDO
BUVUMA,BUGAYA
BUVUMA,BUSAMUZI
BUVUMA,BWEEMA
BUVUMA,NAIRAMBI
LWENGO,KISEKKA
LWENGO,KYAZANGA
LWENGO,LWENGO
LWENGO,MALONGO
LWENGO,NDAGWE
MPIGI,BUWAMA
MPIGI,KAMENGO
MPIGI,KIRINGENTE
MPIGI,KITUNTU
MPIGI,MPIGI
MPIGI,MPIGI TC
MPIGI,MUDUMA
MPIGI,NKOZI
GOMBA,KABULASOKE
GOMBA,KYEGONZA
IGANGA,NAMBALE
GOMBA,MADDU
GOMBA,MPENJA
BUGIRI,BUDHAYA
BUGIRI,BUGIRI TC
BUGIRI,BULESA
BUGIRI,BULIDHA
BUGIRI,BULUGUYI
BUGIRI,BUWUNGA
BUGIRI,KAPYANGA
BUGIRI,MUTERERE
BUGIRI,NABUKALU
BUGIRI,NANKOMA
IGANGA,BUYANGA
IGANGA,IBULANKU
IGANGA,MAKUUTU
IGANGA,NAMALEMBA
IGANGA,NAMUNGALWE
IGANGA,BULAMAGI
IGANGA,IGANGA TC
IGANGA,NABITENDE
IGANGA,NAKALAMA
IGANGA,NAKIGO
JINJA,BUSEDDE
JINJA,KAKIRA
JINJA,MAFUBIRA
JINJA,CENTRAL DIVISION
JINJA,MPUMUDDE/KIMAKA
JINJA,MASESE/WALUKUBA
JINJA,BUDONDO
JINJA,BUTAGAYA
JINJA,BUWENGE
JINJA,BUWENGE TC
JINJA,BUYENGO
MAYUGE,MAYUGE TC
MAYUGE,KITYERERA
MAYUGE,BAITAMBOGWE
MAYUGE,BUWAAYA
MAYUGE,IMMANYIRO
MAYUGE,KIGANDALO
MAYUGE,MALONGO
KALIRO,BUMANYA
KALIRO,GADUMIRE
KALIRO,NAMUGONGO
NAMUTUMBA,MAGADA
KALIRO,NAMWIWA
KALIRO,NAWAIKOKE
NAMUTUMBA,BULANGE
NAMUTUMBA,IVUKULA
NAMUTUMBA,KIBAALE
NAMUTUMBA,NAMUTUMBA
NAMUTUMBA,NSINZE
LUUKA,BUKANGA
LUUKA,BUKOOMA
LUUKA,BULONGO
NAMAYINGO,BANDA
LUUKA,IKUMBYA
LUUKA,IRONGO
LUUKA,NAWAMPITI
LUUKA,WAIBUGA
NAMAYINGO,BUSWALE
KAMULI,BALAWOLI
KAMULI,BULOPA
KAMULI,BUTANSI
KAMULI,KAMULI TC
KAMULI,KITAYUNJWA
KAMULI,NABWIGULU
KAMULI,NAMASAGALI
KAMULI,NAMWENDWA
KAMULI,BUGULUMBYA
KAMULI,KISOZI
KAMULI,MBULAMUTI
KAMULI,NAWANYAGO
KAMULI,WANKOLE
BUYENDE,BUGAYA
BUYENDE,BUYENDE
BUYENDE,KAGULU
BUYENDE,KIDERA
BUYENDE,NKONDO
NAMAYINGO,BUYINJA
NAMAYINGO,SIGULU ISLANDS
NAMAYINGO,MUTUMBA
NAMAYINGO,ORUNGO
